System,Package,Module,Smell,Line Ini,Line Fin
Scylla,django.django.contrib.admin,filters,Long method,66,80
Scylla,django.django.contrib.admin,filters,Long method,103,118
Scylla,django.django.contrib.admin,filters,Long method,123,133
Scylla,django.django.contrib.admin,filters,Long method,144,154
Scylla,django.django.contrib.admin,filters,Long method,165,183
Scylla,django.django.contrib.admin,filters,Long method,199,225
Scylla,django.django.contrib.admin,filters,Long method,243,263
Scylla,django.django.contrib.admin,filters,Long method,278,291
Scylla,django.django.contrib.admin,filters,Long method,296,341
Scylla,django.django.contrib.admin,filters,Long method,345,353
Scylla,django.django.contrib.admin,filters,Long method,362,387
Scylla,django.django.contrib.admin,filters,Long method,391,421
Scylla,django.django.contrib.admin,filters,Large class,23,62
Scylla,django.django.contrib.admin,filters,Large class,62,119
Scylla,django.django.contrib.admin,filters,Large class,119,164
Scylla,django.django.contrib.admin,filters,Large class,164,226
Scylla,django.django.contrib.admin,filters,Large class,231,264
Scylla,django.django.contrib.admin,filters,Large class,268,292
Scylla,django.django.contrib.admin,filters,Large class,295,354
Scylla,django.django.contrib.admin,filters,Large class,361,422
Scylla,django.django.contrib.admin,forms,Long method,19,27
Scylla,django.django.contrib.admin,helpers,Long parameter list,36,36
Scylla,django.django.contrib.admin,helpers,Long parameter list,65,65
Scylla,django.django.contrib.admin,helpers,Long parameter list,217,217
Scylla,django.django.contrib.admin,helpers,Long parameter list,273,273
Scylla,django.django.contrib.admin,helpers,Long method,36,46
Scylla,django.django.contrib.admin,helpers,Long method,90,103
Scylla,django.django.contrib.admin,helpers,Long method,125,140
Scylla,django.django.contrib.admin,helpers,Long method,146,176
Scylla,django.django.contrib.admin,helpers,Long method,186,212
Scylla,django.django.contrib.admin,helpers,Long method,217,229
Scylla,django.django.contrib.admin,helpers,Long method,230,243
Scylla,django.django.contrib.admin,helpers,Long method,244,260
Scylla,django.django.contrib.admin,helpers,Long method,261,265
Scylla,django.django.contrib.admin,helpers,Long method,273,282
Scylla,django.django.contrib.admin,helpers,Long method,284,297
Scylla,django.django.contrib.admin,helpers,Long method,303,313
Scylla,django.django.contrib.admin,helpers,Long method,338,346
Scylla,django.django.contrib.admin,helpers,Large class,35,64
Scylla,django.django.contrib.admin,helpers,Large class,64,89
Scylla,django.django.contrib.admin,helpers,Large class,89,119
Scylla,django.django.contrib.admin,helpers,Large class,119,145
Scylla,django.django.contrib.admin,helpers,Large class,145,213
Scylla,django.django.contrib.admin,helpers,Large class,213,269
Scylla,django.django.contrib.admin,helpers,Large class,269,333
Scylla,django.django.contrib.admin,models,Long parameter list,19,19
Scylla,django.django.contrib.admin,models,Long method,19,26
Scylla,django.django.contrib.admin,models,Long method,48,60
Scylla,django.django.contrib.admin,models,Long method,74,84
Scylla,django.django.contrib.admin,models,Large class,28,85
Scylla,django.django.contrib.admin,options,Long parameter list,796,796
Scylla,django.django.contrib.admin,options,Long parameter list,1042,1042
Scylla,django.django.contrib.admin,options,Long parameter list,1104,1104
Scylla,django.django.contrib.admin,options,Long method,68,71
Scylla,django.django.contrib.admin,options,Long method,124,133
Scylla,django.django.contrib.admin,options,Long method,135,151
Scylla,django.django.contrib.admin,options,Long method,157,214
Scylla,django.django.contrib.admin,options,Long method,215,232
Scylla,django.django.contrib.admin,options,Long method,233,245
Scylla,django.django.contrib.admin,options,Long method,246,266
Scylla,django.django.contrib.admin,options,Long method,267,298
Scylla,django.django.contrib.admin,options,Long method,299,311
Scylla,django.django.contrib.admin,options,Long method,313,325
Scylla,django.django.contrib.admin,options,Long method,332,355
Scylla,django.django.contrib.admin,options,Long method,374,385
Scylla,django.django.contrib.admin,options,Long method,386,450
Scylla,django.django.contrib.admin,options,Long method,451,493
Scylla,django.django.contrib.admin,options,Long method,503,517
Scylla,django.django.contrib.admin,options,Long method,518,532
Scylla,django.django.contrib.admin,options,Long method,533,546
Scylla,django.django.contrib.admin,options,Long method,596,610
Scylla,django.django.contrib.admin,options,Long method,615,616
Scylla,django.django.contrib.admin,options,Long method,635,648
Scylla,django.django.contrib.admin,options,Long method,649,660
Scylla,django.django.contrib.admin,options,Long method,667,704
Scylla,django.django.contrib.admin,options,Long method,712,726
Scylla,django.django.contrib.admin,options,Long method,727,740
Scylla,django.django.contrib.admin,options,Long method,741,753
Scylla,django.django.contrib.admin,options,Long method,770,795
Scylla,django.django.contrib.admin,options,Long method,799,813
Scylla,django.django.contrib.admin,options,Long method,814,829
Scylla,django.django.contrib.admin,options,Long method,830,845
Scylla,django.django.contrib.admin,options,Long method,854,890
Scylla,django.django.contrib.admin,options,Long method,891,901
Scylla,django.django.contrib.admin,options,Long method,902,931
Scylla,django.django.contrib.admin,options,Long method,939,950
Scylla,django.django.contrib.admin,options,Long method,971,980
Scylla,django.django.contrib.admin,options,Long method,998,1015
Scylla,django.django.contrib.admin,options,Long method,1016,1041
Scylla,django.django.contrib.admin,options,Long method,1042,1066
Scylla,django.django.contrib.admin,options,Long method,1092,1103
Scylla,django.django.contrib.admin,options,Long method,1104,1140
Scylla,django.django.contrib.admin,options,Long method,1141,1190
Scylla,django.django.contrib.admin,options,Long method,1191,1244
Scylla,django.django.contrib.admin,options,Long method,1245,1261
Scylla,django.django.contrib.admin,options,Long method,1262,1279
Scylla,django.django.contrib.admin,options,Long method,1280,1346
Scylla,django.django.contrib.admin,options,Long method,1347,1378
Scylla,django.django.contrib.admin,options,Long method,1379,1395
Scylla,django.django.contrib.admin,options,Long method,1396,1407
Scylla,django.django.contrib.admin,options,Long method,1408,1423
Scylla,django.django.contrib.admin,options,Long method,1426,1514
Scylla,django.django.contrib.admin,options,Long method,1522,1679
Scylla,django.django.contrib.admin,options,Long method,1682,1746
Scylla,django.django.contrib.admin,options,Long method,1747,1787
Scylla,django.django.contrib.admin,options,Long method,1788,1816
Scylla,django.django.contrib.admin,options,Long method,1839,1849
Scylla,django.django.contrib.admin,options,Long method,1872,1949
Scylla,django.django.contrib.admin,options,Long method,1908,1937
Scylla,django.django.contrib.admin,options,Long method,1938,1942
Scylla,django.django.contrib.admin,options,Long method,1971,1982
Scylla,django.django.contrib.admin,options,Long method,1983,1992
Scylla,django.django.contrib.admin,options,Large class,98,547
Scylla,django.django.contrib.admin,options,Large class,548,1817
Scylla,django.django.contrib.admin,options,Large class,1817,1993
Scylla,django.django.contrib.admin,options,Large class,1907,1943
Scylla,django.django.contrib.admin,sites,Long method,65,109
Scylla,django.django.contrib.admin,sites,Long method,110,122
Scylla,django.django.contrib.admin,sites,Long method,164,197
Scylla,django.django.contrib.admin,sites,Long method,208,216
Scylla,django.django.contrib.admin,sites,Long method,221,233
Scylla,django.django.contrib.admin,sites,Long method,253,254
Scylla,django.django.contrib.admin,sites,Long method,293,304
Scylla,django.django.contrib.admin,sites,Long method,305,321
Scylla,django.django.contrib.admin,sites,Long method,322,334
Scylla,django.django.contrib.admin,sites,Long method,335,347
Scylla,django.django.contrib.admin,sites,Long method,349,363
Scylla,django.django.contrib.admin,sites,Long method,365,395
Scylla,django.django.contrib.admin,sites,Long method,397,463
Scylla,django.django.contrib.admin,sites,Long method,464,524
Scylla,django.django.contrib.admin,sites,Large class,30,525
Scylla,django.django.contrib.admin,tests,Long method,21,31
Scylla,django.django.contrib.admin,tests,Long method,55,65
Scylla,django.django.contrib.admin,tests,Long method,66,77
Scylla,django.django.contrib.admin,tests,Long method,78,89
Scylla,django.django.contrib.admin,tests,Long method,90,103
Scylla,django.django.contrib.admin,tests,Long method,104,117
Scylla,django.django.contrib.admin,tests,Long method,127,138
Scylla,django.django.contrib.admin,tests,Long method,139,149
Scylla,django.django.contrib.admin,tests,Large class,9,157
Scylla,django.django.contrib.admin,utils,Long method,21,31
Scylla,django.django.contrib.admin,utils,Long method,32,47
Scylla,django.django.contrib.admin,utils,Long method,48,64
Scylla,django.django.contrib.admin,utils,Long method,65,85
Scylla,django.django.contrib.admin,utils,Long method,86,97
Scylla,django.django.contrib.admin,utils,Long method,108,159
Scylla,django.django.contrib.admin,utils,Long method,121,152
Scylla,django.django.contrib.admin,utils,Long method,170,185
Scylla,django.django.contrib.admin,utils,Long method,190,204
Scylla,django.django.contrib.admin,utils,Long method,205,215
Scylla,django.django.contrib.admin,utils,Long method,224,243
Scylla,django.django.contrib.admin,utils,Long method,244,262
Scylla,django.django.contrib.admin,utils,Long method,263,291
Scylla,django.django.contrib.admin,utils,Long method,292,302
Scylla,django.django.contrib.admin,utils,Long method,303,357
Scylla,django.django.contrib.admin,utils,Long method,358,369
Scylla,django.django.contrib.admin,utils,Long method,370,395
Scylla,django.django.contrib.admin,utils,Long method,396,413
Scylla,django.django.contrib.admin,utils,Long method,425,456
Scylla,django.django.contrib.admin,utils,Long method,457,476
Scylla,django.django.contrib.admin,utils,Long method,486,503
Scylla,django.django.contrib.admin,utils,Large class,160,224
Scylla,django.django.contrib.admin,validation,Long method,24,55
Scylla,django.django.contrib.admin,validation,Long method,56,66
Scylla,django.django.contrib.admin,validation,Long method,67,77
Scylla,django.django.contrib.admin,validation,Long method,78,97
Scylla,django.django.contrib.admin,validation,Long method,131,146
Scylla,django.django.contrib.admin,validation,Long method,147,163
Scylla,django.django.contrib.admin,validation,Long method,169,189
Scylla,django.django.contrib.admin,validation,Long method,190,207
Scylla,django.django.contrib.admin,validation,Long method,217,234
Scylla,django.django.contrib.admin,validation,Long method,244,269
Scylla,django.django.contrib.admin,validation,Long method,270,281
Scylla,django.django.contrib.admin,validation,Long method,282,323
Scylla,django.django.contrib.admin,validation,Long method,342,374
Scylla,django.django.contrib.admin,validation,Long method,380,389
Scylla,django.django.contrib.admin,validation,Long method,438,450
Scylla,django.django.contrib.admin,validation,Large class,17,208
Scylla,django.django.contrib.admin,validation,Large class,208,390
Scylla,django.django.contrib.admin,validation,Large class,390,414
Scylla,django.django.contrib.admin,widgets,Long parameter list,241,241
Scylla,django.django.contrib.admin,widgets,Long method,42,56
Scylla,django.django.contrib.admin,widgets,Long method,76,82
Scylla,django.django.contrib.admin,widgets,Long method,100,107
Scylla,django.django.contrib.admin,widgets,Long method,119,141
Scylla,django.django.contrib.admin,widgets,Long method,153,183
Scylla,django.django.contrib.admin,widgets,Long method,196,204
Scylla,django.django.contrib.admin,widgets,Long method,210,221
Scylla,django.django.contrib.admin,widgets,Long method,228,233
Scylla,django.django.contrib.admin,widgets,Long method,241,261
Scylla,django.django.contrib.admin,widgets,Long method,282,316
Scylla,django.django.contrib.admin,widgets,Long method,360,372
Scylla,django.django.contrib.admin,widgets,Long method,376,382
Scylla,django.django.contrib.admin,widgets,Large class,25,57
Scylla,django.django.contrib.admin,widgets,Large class,142,205
Scylla,django.django.contrib.admin,widgets,Large class,234,329
Scylla,django.django.contrib.admin,widgets,Large class,205,234
Scylla,django.django.contrib.admin.bin,compress,Long method,10,11
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,31,45
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,47,92
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,93,175
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,187,193
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,307,322
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,324,400
Scylla,django.django.contrib.admin.templatetags,admin_list,Long method,402,412
Scylla,django.django.contrib.admin.templatetags,admin_modify,Long method,7,23
Scylla,django.django.contrib.admin.templatetags,admin_modify,Long method,25,53
Scylla,django.django.contrib.admin.templatetags,admin_modify,Long method,55,66
Scylla,django.django.contrib.admin.templatetags,admin_urls,Long method,21,55
Scylla,django.django.contrib.admin.templatetags,log,Long method,14,26
Scylla,django.django.contrib.admin.templatetags,log,Long method,28,60
Scylla,django.django.contrib.admin.views,main,Long parameter list,41,41
Scylla,django.django.contrib.admin.views,main,Long method,41,89
Scylla,django.django.contrib.admin.views,main,Long method,90,103
Scylla,django.django.contrib.admin.views,main,Long method,104,155
Scylla,django.django.contrib.admin.views,main,Long method,156,173
Scylla,django.django.contrib.admin.views,main,Long method,174,212
Scylla,django.django.contrib.admin.views,main,Long method,221,242
Scylla,django.django.contrib.admin.views,main,Long method,243,287
Scylla,django.django.contrib.admin.views,main,Long method,288,320
Scylla,django.django.contrib.admin.views,main,Long method,321,366
Scylla,django.django.contrib.admin.views,main,Long method,367,378
Scylla,django.django.contrib.admin.views,main,Long method,379,389
Scylla,django.django.contrib.admin.views,main,Large class,40,396
Scylla,django.django.db.models,aggregates,Long parameter list,17,17
Scylla,django.django.db.models,aggregates,Long method,17,27
Scylla,django.django.db.models,aggregates,Long method,51,55
Scylla,django.django.db.models,aggregates,Long method,80,85
Scylla,django.django.db.models,aggregates,Long method,104,109
Scylla,django.django.db.models,aggregates,Long method,134,139
Scylla,django.django.db.models,aggregates,Large class,13,73
Scylla,django.django.db.models,aggregates,Large class,86,110
Scylla,django.django.db.models,base,Long parameter list,713,713
Scylla,django.django.db.models,base,Long parameter list,775,775
Scylla,django.django.db.models,base,Long parameter list,827,827
Scylla,django.django.db.models,base,Long parameter list,855,855
Scylla,django.django.db.models,base,Long method,59,61
Scylla,django.django.db.models,base,Long method,72,311
Scylla,django.django.db.models,base,Long method,328,372
Scylla,django.django.db.models,base,Long method,341,351
Scylla,django.django.db.models,base,Long method,377,384
Scylla,django.django.db.models,base,Long method,388,483
Scylla,django.django.db.models,base,Long method,524,544
Scylla,django.django.db.models,base,Long method,545,561
Scylla,django.django.db.models,base,Long method,581,636
Scylla,django.django.db.models,base,Long method,637,653
Scylla,django.django.db.models,base,Long method,654,710
Scylla,django.django.db.models,base,Long method,713,748
Scylla,django.django.db.models,base,Long method,751,774
Scylla,django.django.db.models,base,Long method,775,826
Scylla,django.django.db.models,base,Long method,827,854
Scylla,django.django.db.models,base,Long method,863,873
Scylla,django.django.db.models,base,Long method,880,895
Scylla,django.django.db.models,base,Long method,896,911
Scylla,django.django.db.models,base,Long method,926,941
Scylla,django.django.db.models,base,Long method,942,993
Scylla,django.django.db.models,base,Long method,994,1036
Scylla,django.django.db.models,base,Long method,1037,1065
Scylla,django.django.db.models,base,Long method,1066,1082
Scylla,django.django.db.models,base,Long method,1083,1112
Scylla,django.django.db.models,base,Long method,1113,1148
Scylla,django.django.db.models,base,Long method,1149,1173
Scylla,django.django.db.models,base,Long method,1175,1195
Scylla,django.django.db.models,base,Long method,1197,1227
Scylla,django.django.db.models,base,Long method,1229,1242
Scylla,django.django.db.models,base,Long method,1253,1262
Scylla,django.django.db.models,base,Long method,1264,1297
Scylla,django.django.db.models,base,Long method,1299,1317
Scylla,django.django.db.models,base,Long method,1319,1372
Scylla,django.django.db.models,base,Long method,1374,1397
Scylla,django.django.db.models,base,Long method,1399,1427
Scylla,django.django.db.models,base,Long method,1429,1457
Scylla,django.django.db.models,base,Long method,1459,1510
Scylla,django.django.db.models,base,Long method,1512,1572
Scylla,django.django.db.models,base,Long method,1574,1643
Scylla,django.django.db.models,base,Long method,1650,1661
Scylla,django.django.db.models,base,Long method,1662,1669
Scylla,django.django.db.models,base,Long method,1682,1694
Scylla,django.django.db.models,base,Large class,68,373
Scylla,django.django.db.models,base,Large class,385,1644
Scylla,django.django.db.models,deletion,Long parameter list,176,176
Scylla,django.django.db.models,deletion,Long method,55,71
Scylla,django.django.db.models,deletion,Long method,73,88
Scylla,django.django.db.models,deletion,Long method,89,115
Scylla,django.django.db.models,deletion,Long method,116,127
Scylla,django.django.db.models,deletion,Long method,128,163
Scylla,django.django.db.models,deletion,Long method,164,175
Scylla,django.django.db.models,deletion,Long method,176,238
Scylla,django.django.db.models,deletion,Long method,253,271
Scylla,django.django.db.models,deletion,Long method,272,324
Scylla,django.django.db.models,deletion,Large class,72,325
Scylla,django.django.db.models,expressions,Long parameter list,183,183
Scylla,django.django.db.models,expressions,Long parameter list,396,396
Scylla,django.django.db.models,expressions,Long parameter list,447,447
Scylla,django.django.db.models,expressions,Long parameter list,487,487
Scylla,django.django.db.models,expressions,Long parameter list,552,552
Scylla,django.django.db.models,expressions,Long parameter list,644,644
Scylla,django.django.db.models,expressions,Long parameter list,710,710
Scylla,django.django.db.models,expressions,Long parameter list,775,775
Scylla,django.django.db.models,expressions,Long parameter list,829,829
Scylla,django.django.db.models,expressions,Long parameter list,882,882
Scylla,django.django.db.models,expressions,Long method,36,47
Scylla,django.django.db.models,expressions,Long method,115,120
Scylla,django.django.db.models,expressions,Long method,157,159
Scylla,django.django.db.models,expressions,Long method,183,205
Scylla,django.django.db.models,expressions,Long method,226,236
Scylla,django.django.db.models,expressions,Long method,237,264
Scylla,django.django.db.models,expressions,Long method,265,282
Scylla,django.django.db.models,expressions,Long method,300,317
Scylla,django.django.db.models,expressions,Long method,339,342
Scylla,django.django.db.models,expressions,Long method,370,395
Scylla,django.django.db.models,expressions,Long method,405,416
Scylla,django.django.db.models,expressions,Long method,417,432
Scylla,django.django.db.models,expressions,Long method,456,459
Scylla,django.django.db.models,expressions,Long method,494,509
Scylla,django.django.db.models,expressions,Long method,510,516
Scylla,django.django.db.models,expressions,Long method,521,532
Scylla,django.django.db.models,expressions,Long method,536,551
Scylla,django.django.db.models,expressions,Long method,619,625
Scylla,django.django.db.models,expressions,Long method,717,729
Scylla,django.django.db.models,expressions,Long method,730,737
Scylla,django.django.db.models,expressions,Long method,788,809
Scylla,django.django.db.models,expressions,Long method,829,839
Scylla,django.django.db.models,expressions,Long method,861,871
Scylla,django.django.db.models,expressions,Long method,903,914
Scylla,django.django.db.models,expressions,Large class,121,343
Scylla,django.django.db.models,expressions,Large class,350,404
Scylla,django.django.db.models,expressions,Large class,433,460
Scylla,django.django.db.models,expressions,Large class,460,517
Scylla,django.django.db.models,expressions,Large class,517,561
Scylla,django.django.db.models,expressions,Large class,598,626
Scylla,django.django.db.models,expressions,Large class,626,659
Scylla,django.django.db.models,expressions,Large class,659,682
Scylla,django.django.db.models,expressions,Large class,682,738
Scylla,django.django.db.models,expressions,Large class,738,810
Scylla,django.django.db.models,expressions,Large class,810,857
Scylla,django.django.db.models,expressions,Large class,857,915
Scylla,django.django.db.models,expressions,Large class,915,956
Scylla,django.django.db.models,expressions,Large class,14,121
Scylla,django.django.db.models,expressions,Large class,404,433
Scylla,django.django.db.models,functions,Long method,19,31
Scylla,django.django.db.models,functions,Long method,53,59
Scylla,django.django.db.models,functions,Long method,75,83
Scylla,django.django.db.models,functions,Long method,107,123
Scylla,django.django.db.models,functions,Large class,32,60
Scylla,django.django.db.models,functions,Large class,104,133
Scylla,django.django.db.models,functions,Large class,8,32
Scylla,django.django.db.models,lookups,Long method,13,27
Scylla,django.django.db.models,lookups,Long method,52,59
Scylla,django.django.db.models,lookups,Long method,81,90
Scylla,django.django.db.models,lookups,Long method,94,109
Scylla,django.django.db.models,lookups,Long method,115,132
Scylla,django.django.db.models,lookups,Long method,145,169
Scylla,django.django.db.models,lookups,Long method,211,214
Scylla,django.django.db.models,lookups,Long method,226,232
Scylla,django.django.db.models,lookups,Long method,259,272
Scylla,django.django.db.models,lookups,Long method,276,302
Scylla,django.django.db.models,lookups,Long method,308,325
Scylla,django.django.db.models,lookups,Long method,329,335
Scylla,django.django.db.models,lookups,Long method,349,355
Scylla,django.django.db.models,lookups,Long method,362,368
Scylla,django.django.db.models,lookups,Long method,375,381
Scylla,django.django.db.models,lookups,Long method,388,394
Scylla,django.django.db.models,lookups,Long method,399,402
Scylla,django.django.db.models,lookups,Long method,414,421
Scylla,django.django.db.models,lookups,Long method,436,439
Scylla,django.django.db.models,lookups,Long method,479,484
Scylla,django.django.db.models,lookups,Long method,491,496
Scylla,django.django.db.models,lookups,Long method,503,510
Scylla,django.django.db.models,lookups,Large class,60,91
Scylla,django.django.db.models,lookups,Large class,91,193
Scylla,django.django.db.models,lookups,Large class,12,60
Scylla,django.django.db.models,lookups,Large class,193,215
Scylla,django.django.db.models,lookups,Large class,256,303
Scylla,django.django.db.models,manager,Long method,11,52
Scylla,django.django.db.models,manager,Long method,83,119
Scylla,django.django.db.models,manager,Long method,126,127
Scylla,django.django.db.models,manager,Long method,157,178
Scylla,django.django.db.models,manager,Long method,187,199
Scylla,django.django.db.models,manager,Long method,236,239
Scylla,django.django.db.models,manager,Large class,54,240
Scylla,django.django.db.models,options,Long parameter list,742,742
Scylla,django.django.db.models,options,Long method,47,56
Scylla,django.django.db.models,options,Long method,60,81
Scylla,django.django.db.models,options,Long method,92,148
Scylla,django.django.db.models,options,Long method,150,159
Scylla,django.django.db.models,options,Long method,161,173
Scylla,django.django.db.models,options,Long method,197,251
Scylla,django.django.db.models,options,Long method,252,288
Scylla,django.django.db.models,options,Long method,289,318
Scylla,django.django.db.models,options,Long method,350,374
Scylla,django.django.db.models,options,Long method,376,403
Scylla,django.django.db.models,options,Long method,405,416
Scylla,django.django.db.models,options,Long method,418,429
Scylla,django.django.db.models,options,Long method,439,452
Scylla,django.django.db.models,options,Long method,454,470
Scylla,django.django.db.models,options,Long method,476,489
Scylla,django.django.db.models,options,Long method,491,504
Scylla,django.django.db.models,options,Long method,505,555
Scylla,django.django.db.models,options,Long method,561,578
Scylla,django.django.db.models,options,Long method,580,598
Scylla,django.django.db.models,options,Long method,600,609
Scylla,django.django.db.models,options,Long method,624,640
Scylla,django.django.db.models,options,Long method,641,651
Scylla,django.django.db.models,options,Long method,652,671
Scylla,django.django.db.models,options,Long method,672,706
Scylla,django.django.db.models,options,Long method,711,727
Scylla,django.django.db.models,options,Long method,728,741
Scylla,django.django.db.models,options,Long method,742,829
Scylla,django.django.db.models,options,Large class,87,830
Scylla,django.django.db.models,query,Long parameter list,826,826
Scylla,django.django.db.models,query,Long parameter list,910,910
Scylla,django.django.db.models,query,Long parameter list,1256,1256
Scylla,django.django.db.models,query,Long method,36,47
Scylla,django.django.db.models,query,Long method,53,64
Scylla,django.django.db.models,query,Long method,65,70
Scylla,django.django.db.models,query,Long method,78,89
Scylla,django.django.db.models,query,Long method,100,116
Scylla,django.django.db.models,query,Long method,117,136
Scylla,django.django.db.models,query,Long method,147,164
Scylla,django.django.db.models,query,Long method,172,202
Scylla,django.django.db.models,query,Long method,203,213
Scylla,django.django.db.models,query,Long method,214,224
Scylla,django.django.db.models,query,Long method,229,278
Scylla,django.django.db.models,query,Long method,279,306
Scylla,django.django.db.models,query,Long method,307,319
Scylla,django.django.db.models,query,Long method,320,340
Scylla,django.django.db.models,query,Long method,356,395
Scylla,django.django.db.models,query,Long method,396,408
Scylla,django.django.db.models,query,Long method,409,431
Scylla,django.django.db.models,query,Long method,432,448
Scylla,django.django.db.models,query,Long method,449,463
Scylla,django.django.db.models,query,Long method,464,479
Scylla,django.django.db.models,query,Long method,504,515
Scylla,django.django.db.models,query,Long method,516,540
Scylla,django.django.db.models,query,Long method,552,565
Scylla,django.django.db.models,query,Long method,568,580
Scylla,django.django.db.models,query,Long method,618,633
Scylla,django.django.db.models,query,Long method,634,654
Scylla,django.django.db.models,query,Long method,655,662
Scylla,django.django.db.models,query,Long method,688,699
Scylla,django.django.db.models,query,Long method,700,716
Scylla,django.django.db.models,query,Long method,717,727
Scylla,django.django.db.models,query,Long method,728,745
Scylla,django.django.db.models,query,Long method,746,762
Scylla,django.django.db.models,query,Long method,763,804
Scylla,django.django.db.models,query,Long method,805,815
Scylla,django.django.db.models,query,Long method,826,836
Scylla,django.django.db.models,query,Long method,845,859
Scylla,django.django.db.models,query,Long method,860,873
Scylla,django.django.db.models,query,Long method,874,881
Scylla,django.django.db.models,query,Long method,886,896
Scylla,django.django.db.models,query,Long method,910,920
Scylla,django.django.db.models,query,Long method,924,938
Scylla,django.django.db.models,query,Long method,939,962
Scylla,django.django.db.models,query,Long method,969,982
Scylla,django.django.db.models,query,Long method,1008,1016
Scylla,django.django.db.models,query,Long method,1037,1043
Scylla,django.django.db.models,query,Long method,1077,1087
Scylla,django.django.db.models,query,Long method,1094,1139
Scylla,django.django.db.models,query,Long method,1140,1155
Scylla,django.django.db.models,query,Long method,1164,1175
Scylla,django.django.db.models,query,Long method,1176,1193
Scylla,django.django.db.models,query,Long method,1194,1204
Scylla,django.django.db.models,query,Long method,1214,1242
Scylla,django.django.db.models,query,Long method,1243,1250
Scylla,django.django.db.models,query,Long method,1266,1276
Scylla,django.django.db.models,query,Long method,1277,1318
Scylla,django.django.db.models,query,Long method,1340,1358
Scylla,django.django.db.models,query,Long method,1360,1372
Scylla,django.django.db.models,query,Long method,1374,1384
Scylla,django.django.db.models,query,Long method,1415,1428
Scylla,django.django.db.models,query,Long method,1429,1552
Scylla,django.django.db.models,query,Long method,1553,1590
Scylla,django.django.db.models,query,Long method,1591,1655
Scylla,django.django.db.models,query,Long method,1671,1735
Scylla,django.django.db.models,query,Long method,1718,1719
Scylla,django.django.db.models,query,Long method,1736,1746
Scylla,django.django.db.models,query,Long method,1747,1763
Scylla,django.django.db.models,query,Large class,48,1047
Scylla,django.django.db.models,query,Large class,1062,1213
