System,Package,Module,Smell,Line Ini,Line Fin
PySmell,django.django.db.models,lookups,Large class,205,
PySmell,django.django.db.models,lookups,Large class,255,
PySmell,django.django.db.models,lookups,Large class,275,
PySmell,django.django.db.models,lookups,Large class,286,
PySmell,django.django.db.models,lookups,Large class,291,
PySmell,django.django.db.models,lookups,Large class,302,
PySmell,django.django.db.models,lookups,Large class,313,
PySmell,django.django.db.models,lookups,Large class,324,
PySmell,django.django.db.models,lookups,Large class,335,
PySmell,django.django.db.models,lookups,Large class,340,
PySmell,django.django.db.models,lookups,Large class,356,
PySmell,django.django.db.models,lookups,Large class,368,
PySmell,django.django.db.models,lookups,Large class,379,
PySmell,django.django.db.models,lookups,Large class,393,
PySmell,django.django.db.models,lookups,Large class,398,
PySmell,django.django.db.models,lookups,Large class,413,
PySmell,django.django.db.models,lookups,Large class,434,
PySmell,django.django.db.models,lookups,Large class,438,
PySmell,django.django.db.models,lookups,Large class,448,
PySmell,django.django.db.models,lookups,Large class,462,
PySmell,django.django.db.models,lookups,Large class,482,
PySmell,django.django.db.models,lookups,Large class,490,
PySmell,django.django.db.models,lookups,Large class,498,
PySmell,django.django.db.models,lookups,Large class,506,
PySmell,django.django.db.models,lookups,Large class,514,
PySmell,django.django.db.models,lookups,Large class,518,
PySmell,django.django.db.models,lookups,Large class,522,
PySmell,django.django.db.models,lookups,Large class,526,
PySmell,django.django.db.models,lookups,Large class,530,
PySmell,django.django.db.models,lookups,Large class,534,
PySmell,django.django.db.models,manager,Large class,50,
PySmell,django.django.db.models,manager,Large class,238,
PySmell,django.django.db.models,manager,Large class,242,
PySmell,django.django.db.models,manager,Large class,254,
PySmell,django.django.db.models,manager,Large class,266,
PySmell,django.django.db.models,manager,Large class,282,
PySmell,django.django.db.models,options,Large class,66,
PySmell,django.django.db.models,query,Large class,36,
PySmell,django.django.db.models,query,Large class,41,
PySmell,django.django.db.models,query,Large class,94,
PySmell,django.django.db.models,query,Large class,116,
PySmell,django.django.db.models,query,Large class,149,
PySmell,django.django.db.models,query,Large class,162,
PySmell,django.django.db.models,query,Large class,1171,
PySmell,django.django.db.models,query,Large class,1176,
PySmell,django.django.db.models,query,Large class,1186,
PySmell,django.django.db.models,query,Large class,1308,
PySmell,django.django.db.models,query,Large class,1596,
PySmell,django.django.db.models,query_utils,Large class,24,
PySmell,django.django.db.models,query_utils,Large class,31,
PySmell,django.django.db.models,query_utils,Large class,45,
PySmell,django.django.db.models,query_utils,Large class,116,
PySmell,django.django.db.models,query_utils,Large class,172,
PySmell,django.django.db.models,signals,Large class,9,
PySmell,django.django.contrib.admin,actions,Long parameter list,15,
PySmell,django.django.contrib.admin,apps,Long parameter list,13,
PySmell,django.django.contrib.admin,apps,Long parameter list,20,
PySmell,django.django.contrib.admin,checks,Long parameter list,17,
PySmell,django.django.contrib.admin,checks,Long parameter list,25,
PySmell,django.django.contrib.admin,checks,Long parameter list,41,
PySmell,django.django.contrib.admin,checks,Long parameter list,53,
PySmell,django.django.contrib.admin,checks,Long parameter list,70,
PySmell,django.django.contrib.admin,checks,Long parameter list,104,
PySmell,django.django.contrib.admin,checks,Long parameter list,118,
PySmell,django.django.contrib.admin,checks,Long parameter list,155,
PySmell,django.django.contrib.admin,checks,Long parameter list,168,
PySmell,django.django.contrib.admin,checks,Long parameter list,197,
PySmell,django.django.contrib.admin,checks,Long parameter list,216,
PySmell,django.django.contrib.admin,checks,Long parameter list,225,
PySmell,django.django.contrib.admin,checks,Long parameter list,238,
PySmell,django.django.contrib.admin,checks,Long parameter list,251,
PySmell,django.django.contrib.admin,checks,Long parameter list,266,
PySmell,django.django.contrib.admin,checks,Long parameter list,280,
PySmell,django.django.contrib.admin,checks,Long parameter list,305,
PySmell,django.django.contrib.admin,checks,Long parameter list,322,
PySmell,django.django.contrib.admin,checks,Long parameter list,338,
PySmell,django.django.contrib.admin,checks,Long parameter list,353,
PySmell,django.django.contrib.admin,checks,Long parameter list,385,
PySmell,django.django.contrib.admin,checks,Long parameter list,397,
PySmell,django.django.contrib.admin,checks,Long parameter list,409,
PySmell,django.django.contrib.admin,checks,Long parameter list,423,
PySmell,django.django.contrib.admin,checks,Long parameter list,454,
PySmell,django.django.contrib.admin,checks,Long parameter list,467,
PySmell,django.django.contrib.admin,checks,Long parameter list,494,
PySmell,django.django.contrib.admin,checks,Long parameter list,510,
PySmell,django.django.contrib.admin,checks,Long parameter list,519,
PySmell,django.django.contrib.admin,checks,Long parameter list,528,
PySmell,django.django.contrib.admin,checks,Long parameter list,539,
PySmell,django.django.contrib.admin,checks,Long parameter list,569,
PySmell,django.django.contrib.admin,checks,Long parameter list,581,
PySmell,django.django.contrib.admin,checks,Long parameter list,639,
PySmell,django.django.contrib.admin,checks,Long parameter list,653,
PySmell,django.django.contrib.admin,checks,Long parameter list,668,
PySmell,django.django.contrib.admin,checks,Long parameter list,677,
PySmell,django.django.contrib.admin,checks,Long parameter list,732,
PySmell,django.django.contrib.admin,checks,Long parameter list,741,
PySmell,django.django.contrib.admin,checks,Long parameter list,749,
PySmell,django.django.contrib.admin,checks,Long parameter list,757,
PySmell,django.django.contrib.admin,checks,Long parameter list,769,
PySmell,django.django.contrib.admin,checks,Long parameter list,824,
PySmell,django.django.contrib.admin,checks,Long parameter list,832,
PySmell,django.django.contrib.admin,checks,Long parameter list,854,
PySmell,django.django.contrib.admin,checks,Long parameter list,865,
PySmell,django.django.contrib.admin,checks,Long parameter list,895,
PySmell,django.django.contrib.admin,checks,Long parameter list,903,
PySmell,django.django.contrib.admin,checks,Long parameter list,911,
PySmell,django.django.contrib.admin,checks,Long parameter list,921,
PySmell,django.django.contrib.admin,checks,Long parameter list,931,
PySmell,django.django.contrib.admin,checks,Long parameter list,941,
PySmell,django.django.contrib.admin,checks,Long parameter list,952,
PySmell,django.django.contrib.admin,checks,Long parameter list,963,
PySmell,django.django.contrib.admin,decorators,Long parameter list,1,
PySmell,django.django.contrib.admin,decorators,Long parameter list,16,
PySmell,django.django.contrib.admin,filters,Long parameter list,25,
PySmell,django.django.contrib.admin,filters,Long parameter list,34,
PySmell,django.django.contrib.admin,filters,Long parameter list,40,
PySmell,django.django.contrib.admin,filters,Long parameter list,46,
PySmell,django.django.contrib.admin,filters,Long parameter list,52,
PySmell,django.django.contrib.admin,filters,Long parameter list,64,
PySmell,django.django.contrib.admin,filters,Long parameter list,79,
PySmell,django.django.contrib.admin,filters,Long parameter list,82,
PySmell,django.django.contrib.admin,filters,Long parameter list,90,
PySmell,django.django.contrib.admin,filters,Long parameter list,98,
PySmell,django.django.contrib.admin,filters,Long parameter list,101,
PySmell,django.django.contrib.admin,filters,Long parameter list,121,
PySmell,django.django.contrib.admin,filters,Long parameter list,132,
PySmell,django.django.contrib.admin,filters,Long parameter list,135,
PySmell,django.django.contrib.admin,filters,Long parameter list,141,
PySmell,django.django.contrib.admin,filters,Long parameter list,153,
PySmell,django.django.contrib.admin,filters,Long parameter list,163,
PySmell,django.django.contrib.admin,filters,Long parameter list,179,
PySmell,django.django.contrib.admin,filters,Long parameter list,187,
PySmell,django.django.contrib.admin,filters,Long parameter list,194,
PySmell,django.django.contrib.admin,filters,Long parameter list,197,
PySmell,django.django.contrib.admin,filters,Long parameter list,200,
PySmell,django.django.contrib.admin,filters,Long parameter list,228,
PySmell,django.django.contrib.admin,filters,Long parameter list,236,
PySmell,django.django.contrib.admin,filters,Long parameter list,239,
PySmell,django.django.contrib.admin,filters,Long parameter list,265,
PySmell,django.django.contrib.admin,filters,Long parameter list,271,
PySmell,django.django.contrib.admin,filters,Long parameter list,274,
PySmell,django.django.contrib.admin,filters,Long parameter list,292,
PySmell,django.django.contrib.admin,filters,Long parameter list,338,
PySmell,django.django.contrib.admin,filters,Long parameter list,341,
PySmell,django.django.contrib.admin,filters,Long parameter list,358,
PySmell,django.django.contrib.admin,filters,Long parameter list,377,
PySmell,django.django.contrib.admin,filters,Long parameter list,380,
PySmell,django.django.contrib.admin,filters,Long parameter list,414,
PySmell,django.django.contrib.admin,forms,Long parameter list,19,
PySmell,django.django.contrib.admin,helpers,Long parameter list,35,
PySmell,django.django.contrib.admin,helpers,Long parameter list,46,
PySmell,django.django.contrib.admin,helpers,Long parameter list,55,
PySmell,django.django.contrib.admin,helpers,Long parameter list,64,
PySmell,django.django.contrib.admin,helpers,Long parameter list,73,
PySmell,django.django.contrib.admin,helpers,Long parameter list,83,
PySmell,django.django.contrib.admin,helpers,Long parameter list,89,
PySmell,django.django.contrib.admin,helpers,Long parameter list,103,
PySmell,django.django.contrib.admin,helpers,Long parameter list,111,
PySmell,django.django.contrib.admin,helpers,Long parameter list,119,
PySmell,django.django.contrib.admin,helpers,Long parameter list,125,
PySmell,django.django.contrib.admin,helpers,Long parameter list,141,
PySmell,django.django.contrib.admin,helpers,Long parameter list,146,
PySmell,django.django.contrib.admin,helpers,Long parameter list,178,
PySmell,django.django.contrib.admin,helpers,Long parameter list,187,
PySmell,django.django.contrib.admin,helpers,Long parameter list,226,
PySmell,django.django.contrib.admin,helpers,Long parameter list,239,
PySmell,django.django.contrib.admin,helpers,Long parameter list,253,
PySmell,django.django.contrib.admin,helpers,Long parameter list,270,
PySmell,django.django.contrib.admin,helpers,Long parameter list,282,
PySmell,django.django.contrib.admin,helpers,Long parameter list,292,
PySmell,django.django.contrib.admin,helpers,Long parameter list,297,
PySmell,django.django.contrib.admin,helpers,Long parameter list,308,
PySmell,django.django.contrib.admin,helpers,Long parameter list,311,
PySmell,django.django.contrib.admin,helpers,Long parameter list,318,
PySmell,django.django.contrib.admin,helpers,Long parameter list,322,
PySmell,django.django.contrib.admin,helpers,Long parameter list,328,
PySmell,django.django.contrib.admin,helpers,Long parameter list,332,
PySmell,django.django.contrib.admin,helpers,Long parameter list,345,
PySmell,django.django.contrib.admin,models,Long parameter list,20,
PySmell,django.django.contrib.admin,models,Long parameter list,62,
PySmell,django.django.contrib.admin,models,Long parameter list,65,
PySmell,django.django.contrib.admin,models,Long parameter list,78,
PySmell,django.django.contrib.admin,models,Long parameter list,81,
PySmell,django.django.contrib.admin,models,Long parameter list,84,
PySmell,django.django.contrib.admin,models,Long parameter list,87,
PySmell,django.django.contrib.admin,models,Long parameter list,91,
PySmell,django.django.contrib.admin,options,Long parameter list,56,
PySmell,django.django.contrib.admin,options,Long parameter list,63,
PySmell,django.django.contrib.admin,options,Long parameter list,112,
PySmell,django.django.contrib.admin,options,Long parameter list,115,
PySmell,django.django.contrib.admin,options,Long parameter list,120,
PySmell,django.django.contrib.admin,options,Long parameter list,178,
PySmell,django.django.contrib.admin,options,Long parameter list,196,
PySmell,django.django.contrib.admin,options,Long parameter list,209,
PySmell,django.django.contrib.admin,options,Long parameter list,230,
PySmell,django.django.contrib.admin,options,Long parameter list,262,
PySmell,django.django.contrib.admin,options,Long parameter list,275,
PySmell,django.django.contrib.admin,options,Long parameter list,284,
PySmell,django.django.contrib.admin,options,Long parameter list,290,
PySmell,django.django.contrib.admin,options,Long parameter list,298,
PySmell,django.django.contrib.admin,options,Long parameter list,304,
PySmell,django.django.contrib.admin,options,Long parameter list,310,
PySmell,django.django.contrib.admin,options,Long parameter list,316,
PySmell,django.django.contrib.admin,options,Long parameter list,328,
PySmell,django.django.contrib.admin,options,Long parameter list,379,
PySmell,django.django.contrib.admin,options,Long parameter list,422,
PySmell,django.django.contrib.admin,options,Long parameter list,431,
PySmell,django.django.contrib.admin,options,Long parameter list,446,
PySmell,django.django.contrib.admin,options,Long parameter list,461,
PySmell,django.django.contrib.admin,options,Long parameter list,510,
PySmell,django.django.contrib.admin,options,Long parameter list,516,
PySmell,django.django.contrib.admin,options,Long parameter list,519,
PySmell,django.django.contrib.admin,options,Long parameter list,534,
PySmell,django.django.contrib.admin,options,Long parameter list,537,
PySmell,django.django.contrib.admin,options,Long parameter list,538,
PySmell,django.django.contrib.admin,options,Long parameter list,558,
PySmell,django.django.contrib.admin,options,Long parameter list,562,
PySmell,django.django.contrib.admin,options,Long parameter list,577,
PySmell,django.django.contrib.admin,options,Long parameter list,589,
PySmell,django.django.contrib.admin,options,Long parameter list,595,
PySmell,django.django.contrib.admin,options,Long parameter list,642,
PySmell,django.django.contrib.admin,options,Long parameter list,649,
PySmell,django.django.contrib.admin,options,Long parameter list,664,
PySmell,django.django.contrib.admin,options,Long parameter list,678,
PySmell,django.django.contrib.admin,options,Long parameter list,691,
PySmell,django.django.contrib.admin,options,Long parameter list,698,
PySmell,django.django.contrib.admin,options,Long parameter list,701,
PySmell,django.django.contrib.admin,options,Long parameter list,717,
PySmell,django.django.contrib.admin,options,Long parameter list,733,
PySmell,django.django.contrib.admin,options,Long parameter list,749,
PySmell,django.django.contrib.admin,options,Long parameter list,756,
PySmell,django.django.contrib.admin,options,Long parameter list,793,
PySmell,django.django.contrib.admin,options,Long parameter list,804,
PySmell,django.django.contrib.admin,options,Long parameter list,834,
PySmell,django.django.contrib.admin,options,Long parameter list,841,
PySmell,django.django.contrib.admin,options,Long parameter list,853,
PySmell,django.django.contrib.admin,options,Long parameter list,860,
PySmell,django.django.contrib.admin,options,Long parameter list,867,
PySmell,django.django.contrib.admin,options,Long parameter list,874,
PySmell,django.django.contrib.admin,options,Long parameter list,880,
PySmell,django.django.contrib.admin,options,Long parameter list,907,
PySmell,django.django.contrib.admin,options,Long parameter list,925,
PySmell,django.django.contrib.admin,options,Long parameter list,953,
PySmell,django.django.contrib.admin,options,Long parameter list,978,
PySmell,django.django.contrib.admin,options,Long parameter list,985,
PySmell,django.django.contrib.admin,options,Long parameter list,991,
PySmell,django.django.contrib.admin,options,Long parameter list,997,
PySmell,django.django.contrib.admin,options,Long parameter list,1003,
PySmell,django.django.contrib.admin,options,Long parameter list,1015,
PySmell,django.django.contrib.admin,options,Long parameter list,1052,
PySmell,django.django.contrib.admin,options,Long parameter list,1101,
PySmell,django.django.contrib.admin,options,Long parameter list,1155,
PySmell,django.django.contrib.admin,options,Long parameter list,1172,
PySmell,django.django.contrib.admin,options,Long parameter list,1190,
PySmell,django.django.contrib.admin,options,Long parameter list,1257,
PySmell,django.django.contrib.admin,options,Long parameter list,1289,
PySmell,django.django.contrib.admin,options,Long parameter list,1306,
PySmell,django.django.contrib.admin,options,Long parameter list,1318,
PySmell,django.django.contrib.admin,options,Long parameter list,1334,
PySmell,django.django.contrib.admin,options,Long parameter list,1432,
PySmell,django.django.contrib.admin,options,Long parameter list,1435,
PySmell,django.django.contrib.admin,options,Long parameter list,1438,
PySmell,django.django.contrib.admin,options,Long parameter list,1598,
PySmell,django.django.contrib.admin,options,Long parameter list,1665,
PySmell,django.django.contrib.admin,options,Long parameter list,1706,
PySmell,django.django.contrib.admin,options,Long parameter list,1756,
PySmell,django.django.contrib.admin,options,Long parameter list,1767,
PySmell,django.django.contrib.admin,options,Long parameter list,1776,
PySmell,django.django.contrib.admin,options,Long parameter list,1780,
PySmell,django.django.contrib.admin,options,Long parameter list,1784,
PySmell,django.django.contrib.admin,options,Long parameter list,1788,
PySmell,django.django.contrib.admin,options,Long parameter list,1824,
PySmell,django.django.contrib.admin,options,Long parameter list,1854,
PySmell,django.django.contrib.admin,options,Long parameter list,1866,
PySmell,django.django.contrib.admin,options,Long parameter list,1872,
PySmell,django.django.contrib.admin,options,Long parameter list,1878,
PySmell,django.django.contrib.admin,options,Long parameter list,1887,
PySmell,django.django.contrib.admin,options,Long parameter list,1899,
PySmell,django.django.contrib.admin,sites,Long parameter list,61,
PySmell,django.django.contrib.admin,sites,Long parameter list,67,
PySmell,django.django.contrib.admin,sites,Long parameter list,113,
PySmell,django.django.contrib.admin,sites,Long parameter list,126,
PySmell,django.django.contrib.admin,sites,Long parameter list,132,
PySmell,django.django.contrib.admin,sites,Long parameter list,140,
PySmell,django.django.contrib.admin,sites,Long parameter list,146,
PySmell,django.django.contrib.admin,sites,Long parameter list,153,
PySmell,django.django.contrib.admin,sites,Long parameter list,160,
PySmell,django.django.contrib.admin,sites,Long parameter list,164,
PySmell,django.django.contrib.admin,sites,Long parameter list,168,
PySmell,django.django.contrib.admin,sites,Long parameter list,175,
PySmell,django.django.contrib.admin,sites,Long parameter list,209,
PySmell,django.django.contrib.admin,sites,Long parameter list,232,
PySmell,django.django.contrib.admin,sites,Long parameter list,253,
PySmell,django.django.contrib.admin,sites,Long parameter list,263,
PySmell,django.django.contrib.admin,sites,Long parameter list,264,
PySmell,django.django.contrib.admin,sites,Long parameter list,301,
PySmell,django.django.contrib.admin,sites,Long parameter list,305,
PySmell,django.django.contrib.admin,sites,Long parameter list,318,
PySmell,django.django.contrib.admin,sites,Long parameter list,335,
PySmell,django.django.contrib.admin,sites,Long parameter list,348,
PySmell,django.django.contrib.admin,sites,Long parameter list,361,
PySmell,django.django.contrib.admin,sites,Long parameter list,377,
PySmell,django.django.contrib.admin,sites,Long parameter list,409,
PySmell,django.django.contrib.admin,sites,Long parameter list,476,
PySmell,django.django.contrib.admin,sites,Long parameter list,492,
PySmell,django.django.contrib.admin,sites,Long parameter list,512,
PySmell,django.django.contrib.admin,tests,Long parameter list,20,
PySmell,django.django.contrib.admin,tests,Long parameter list,32,
PySmell,django.django.contrib.admin,tests,Long parameter list,38,
PySmell,django.django.contrib.admin,tests,Long parameter list,48,
PySmell,django.django.contrib.admin,tests,Long parameter list,55,
PySmell,django.django.contrib.admin,tests,Long parameter list,62,
PySmell,django.django.contrib.admin,tests,Long parameter list,73,
PySmell,django.django.contrib.admin,tests,Long parameter list,85,
PySmell,django.django.contrib.admin,tests,Long parameter list,97,
PySmell,django.django.contrib.admin,tests,Long parameter list,111,
PySmell,django.django.contrib.admin,tests,Long parameter list,125,
PySmell,django.django.contrib.admin,tests,Long parameter list,134,
PySmell,django.django.contrib.admin,tests,Long parameter list,146,
PySmell,django.django.contrib.admin,tests,Long parameter list,157,
PySmell,django.django.contrib.admin,utils,Long parameter list,22,
PySmell,django.django.contrib.admin,utils,Long parameter list,43,
PySmell,django.django.contrib.admin,utils,Long parameter list,59,
PySmell,django.django.contrib.admin,utils,Long parameter list,76,
PySmell,django.django.contrib.admin,utils,Long parameter list,97,
PySmell,django.django.contrib.admin,utils,Long parameter list,109,
PySmell,django.django.contrib.admin,utils,Long parameter list,119,
PySmell,django.django.contrib.admin,utils,Long parameter list,131,
PySmell,django.django.contrib.admin,utils,Long parameter list,171,
PySmell,django.django.contrib.admin,utils,Long parameter list,177,
PySmell,django.django.contrib.admin,utils,Long parameter list,180,
PySmell,django.django.contrib.admin,utils,Long parameter list,196,
PySmell,django.django.contrib.admin,utils,Long parameter list,200,
PySmell,django.django.contrib.admin,utils,Long parameter list,215,
PySmell,django.django.contrib.admin,utils,Long parameter list,225,
PySmell,django.django.contrib.admin,utils,Long parameter list,233,
PySmell,django.django.contrib.admin,utils,Long parameter list,252,
PySmell,django.django.contrib.admin,utils,Long parameter list,270,
PySmell,django.django.contrib.admin,utils,Long parameter list,299,
PySmell,django.django.contrib.admin,utils,Long parameter list,315,
PySmell,django.django.contrib.admin,utils,Long parameter list,370,
PySmell,django.django.contrib.admin,utils,Long parameter list,382,
PySmell,django.django.contrib.admin,utils,Long parameter list,407,
PySmell,django.django.contrib.admin,utils,Long parameter list,428,
PySmell,django.django.contrib.admin,utils,Long parameter list,435,
PySmell,django.django.contrib.admin,utils,Long parameter list,466,
PySmell,django.django.contrib.admin,utils,Long parameter list,486,
PySmell,django.django.contrib.admin,widgets,Long parameter list,32,
PySmell,django.django.contrib.admin,widgets,Long parameter list,37,
PySmell,django.django.contrib.admin,widgets,Long parameter list,42,
PySmell,django.django.contrib.admin,widgets,Long parameter list,58,
PySmell,django.django.contrib.admin,widgets,Long parameter list,63,
PySmell,django.django.contrib.admin,widgets,Long parameter list,71,
PySmell,django.django.contrib.admin,widgets,Long parameter list,76,
PySmell,django.django.contrib.admin,widgets,Long parameter list,87,
PySmell,django.django.contrib.admin,widgets,Long parameter list,93,
PySmell,django.django.contrib.admin,widgets,Long parameter list,100,
PySmell,django.django.contrib.admin,widgets,Long parameter list,119,
PySmell,django.django.contrib.admin,widgets,Long parameter list,147,
PySmell,django.django.contrib.admin,widgets,Long parameter list,153,
PySmell,django.django.contrib.admin,widgets,Long parameter list,184,
PySmell,django.django.contrib.admin,widgets,Long parameter list,190,
PySmell,django.django.contrib.admin,widgets,Long parameter list,196,
PySmell,django.django.contrib.admin,widgets,Long parameter list,210,
PySmell,django.django.contrib.admin,widgets,Long parameter list,222,
PySmell,django.django.contrib.admin,widgets,Long parameter list,225,
PySmell,django.django.contrib.admin,widgets,Long parameter list,228,
PySmell,django.django.contrib.admin,widgets,Long parameter list,241,
PySmell,django.django.contrib.admin,widgets,Long parameter list,262,
PySmell,django.django.contrib.admin,widgets,Long parameter list,269,
PySmell,django.django.contrib.admin,widgets,Long parameter list,273,
PySmell,django.django.contrib.admin,widgets,Long parameter list,277,
PySmell,django.django.contrib.admin,widgets,Long parameter list,281,
PySmell,django.django.contrib.admin,widgets,Long parameter list,316,
PySmell,django.django.contrib.admin,widgets,Long parameter list,321,
PySmell,django.django.contrib.admin,widgets,Long parameter list,324,
PySmell,django.django.contrib.admin,widgets,Long parameter list,329,
PySmell,django.django.contrib.admin,widgets,Long parameter list,337,
PySmell,django.django.contrib.admin,widgets,Long parameter list,345,
PySmell,django.django.contrib.admin,widgets,Long parameter list,353,
PySmell,django.django.contrib.admin,widgets,Long parameter list,359,
PySmell,django.django.contrib.admin,widgets,Long parameter list,375,
PySmell,django.django.contrib.admin,widgets,Long parameter list,387,
PySmell,django.django.contrib.admin,__init__,Long parameter list,25,
PySmell,django.django.db.models,aggregates,Long parameter list,17,
PySmell,django.django.db.models,aggregates,Long parameter list,29,
PySmell,django.django.db.models,aggregates,Long parameter list,36,
PySmell,django.django.db.models,aggregates,Long parameter list,44,
PySmell,django.django.db.models,aggregates,Long parameter list,48,
PySmell,django.django.db.models,aggregates,Long parameter list,63,
PySmell,django.django.db.models,aggregates,Long parameter list,69,
PySmell,django.django.db.models,aggregates,Long parameter list,76,
