System,Package,Module,Smell,Line Ini,Line Fin
Scylla,django.django.db.models,query,Long method,2461,2463
Scylla,django.django.db.models,query,Long method,2512,2638
Scylla,django.django.db.models,query,Long method,2655,2708
Scylla,django.django.db.models,query,Long method,2709,2724
Scylla,django.django.db.models,query_utils,Long parameter list,86,86
Scylla,django.django.db.models,query_utils,Long method,33,38
Scylla,django.django.db.models,query_utils,Long method,59,71
Scylla,django.django.db.models,query_utils,Long method,86,87
Scylla,django.django.db.models,query_utils,Long method,102,116
Scylla,django.django.db.models,query_utils,Long method,117,152
Scylla,django.django.db.models,query_utils,Long method,153,164
Scylla,django.django.db.models,query_utils,Long method,166,177
Scylla,django.django.db.models,query_utils,Long method,187,199
Scylla,django.django.db.models,query_utils,Long method,209,231
Scylla,django.django.db.models,query_utils,Long method,232,244
Scylla,django.django.db.models,query_utils,Long method,291,300
Scylla,django.django.db.models,query_utils,Long method,302,311
Scylla,django.django.db.models,query_utils,Long method,326,333
Scylla,django.django.db.models,query_utils,Long method,349,357
Scylla,django.django.db.models,query_utils,Long method,364,401
Scylla,django.django.db.models,query_utils,Long method,402,414
Scylla,django.django.db.models,query_utils,Long method,423,429
Scylla,django.django.db.models,query_utils,Long method,447,459
Scylla,django.django.db.models,query_utils,Long method,482,492
Scylla,django.django.db.models,signals,Long parameter list,26,26
Scylla,django.django.db.models,signals,Long method,15,25
Scylla,django.django.db.models,signals,Long method,36,41
Scylla,django.django.db.models,utils,Long method,5,27
Scylla,django.django.db.models,utils,Long method,45,47
